"","X","Material","Morphology","Material..Raw.Data.","Morphology..Raw.Data.","Site.Code","Flow.Type","Loc.Code","X.Sec.Loc","Test.Group","Depth..m.","Event","Field.ID","Sample.ID","Unique.ID","Particle","Color","X1st.Order.Morph","Color.Group","Confidence....","Comment","QA_Color.Morph","Projected.SA..mm2.","length_mm","width_mm","lengthfiber_mm","OS..Y.N.","filename","Batch..Y.N.","max_cor_new","SpectrumIdentity","Organization","SpectralCollectionMode","InstrumentMode","InstrumentMode.1","library_type","polymer_class","polymer","plastic_or_not","Length..microns.","Width..microns.","material.1","Min.Projected.Height..microns.","Max.Projected.Height..microns.","Projected.Height..microns.","Density..mg.microns3.","X5..Density..mg.microns3.","X95..Density..mg.microns3.","X10..Density..mg.microns3.","X90..Density..mg.microns3.","Min.Projected.Width..microns.","Max.Projected.Width..microns.","Projected.Width..microns.","Height..microns.","a","b","c","CSF","Deqi","water.density","particle.density","delta","D_dimless","P","W","Re","Cd","W_adj"
"31",31,"Polyesters","fiber","POLYESTERS","fiber","SAD","Low Flow","2","C","Inside Thalweg",0.16,"BF-4","SAD-BF-4-N-2","SAD-BF-4","SAD-BF-4-N-2_S0-0_C_11",11,"orange","Fiber","Yellow",0,"neon","done","0.038",4.211,0.577,"4.211","Y","SAD-BF-4-N-2_S0-0_C_11.SPA","Y",0.8,"PEST","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",4211,577,NA,4.211,577,290.6055,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,4.211,2105.5,1054.8555,290.6055,0.004211,0.000577,0.0002906055,0.186433220691098,0.0002906055,998,1010,0.0120240480961924,1.42520411255826,NA,0.00286015879278692,0.831177876057241,5.58704266169608,0.00286015879278692
"32",32,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SAD","Low Flow","2","C","Inside Thalweg",0.16,"BF-4","SAD-BF-4-N-2","SAD-BF-4","SAD-BF-4-N-2_S0-0_D_4",4,"black","Fiber","Black",0,"thick fiber","done","0.083",1.632,0.265,"0","Y","SAD-BF-4-N-2_S0-0_D_4.SPA","Y",0.9,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",1632,265,NA,1.632,265,133.316,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,1.632,816,408.816,133.316,0.001632,0.000265,0.000133316,0.202721243010543,0.000133316,998,1450,0.452905811623247,2.19166703261222,NA,0.0143187570305537,1.9089194122853,3.85200881784424,0.0143187570305537
"33",33,"EVA","fiber","ETHYLENE-VINYL ACETATE","fiber","SAD","Low Flow","2","C","Inside Thalweg",0.16,"BF-4","SAD-BF-4-N-2","SAD-BF-4","SAD-BF-4-N-2_S0-0_D_11",11,"red","Fiber","Red",0,"0","done","0.027",2.894,0.466,"2.894","Y","SAD-BF-4-N-2_S0-0_D_11.SPA","Y",0.9,"PEVA 10. Yellow Fiber","FLOPP, De Frond et al. 2021","0","TRANSMITTANCE","0","Polymers","Other Plastic","ETHYLENE-VINYL ACETATE","plastic",2894,466,NA,2.894,466,234.447,9.39e-10,9.31e-10,9.47e-10,9.34e-10,9.44e-10,2.894,1447,724.947,234.447,0.002894,0.000466,0.000234447,0.201884258986147,0.000234447,998,939,0.0591182364729459,1.95512639583964,NA,0.00413426649498851,0.969266376950571,10.6066187476942,-0.00413426649498851
"34",34,"Polyesters","fiber","POLYESTERS","fiber","SAD","Low Flow","2","C","Inside Thalweg",0.16,"BF-4","SAD-BF-4-N-2","SAD-BF-4","SAD-BF-4-N-2_S0-0_D_12",12,"red","Fiber","Red",0,"0","done","0.047",5.367,1.501,"5.367","Y","SAD-BF-4-N-2_S0-0_D_12.SPA","Y",0.7,"PEST","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",5367,1501,NA,5.367,2683.5,1344.4335,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,5.367,2683.5,1344.4335,1344.4335,0.005367,0.001501,0.0013444335,0.473677964399192,0.0013444335,998,1010,0.0120240480961924,6.59344765760145,NA,0.0104310710824049,14.0238814040664,1.94330050900341,0.0104310710824049
"35",35,"PAN","fiber","POLY(ACRYLONITRILE)","fiber","SAD","Low Flow","2","C","Inside Thalweg",0.16,"BF-4","SAD-BF-4-N-2","SAD-BF-4","SAD-BF-4-N-2_S0-0_D_13",13,"red","Fiber","Red",0,"0","done","0.038",4.329,0.438,"4.329","Y","SAD-BF-4-N-2_S0-0_D_13.SPA","Y",0.7,"Acrylic 1. Green Yarn Fiber","FLOPP, De Frond et al. 2021","0","TRANSMITTANCE","0","Polymers","Polyacrylonitriles (Nitriles)","POLY(ACRYLONITRILE)","plastic",4329,438,NA,4.329,438,221.1645,1.18e-09,1.15e-09,1.21e-09,1.16e-09,1.2e-09,4.329,2164.5,1084.4145,221.1645,0.004329,0.000438,0.0002211645,0.160614433302042,0.0002211645,998,1180,0.182364729458918,2.68484181167711,NA,0.0128658859681789,2.8454772372093,3.18701870791938,0.0128658859681789
"36",36,"PAN","fiber","POLY(ACRYLONITRILE)","fiber","SAD","Low Flow","2","C","Inside Thalweg",0.16,"BF-4","SAD-BF-4-N-2","SAD-BF-4","SAD-BF-4-N-2_S0-0_D_22",22,"green","Fiber","Green",0,"0","done","0.018",2.174,0.578,"2.174","Y","SAD-BF-4-N-2_S0-0_D_22.SPA","Y",0.7,"Acrylic 1. Green Yarn Fiber","FLOPP, De Frond et al. 2021","0","TRANSMITTANCE","0","Polymers","Polyacrylonitriles (Nitriles)","POLY(ACRYLONITRILE)","plastic",2174,578,NA,2.174,1087,544.587,1.18e-09,1.15e-09,1.21e-09,1.16e-09,1.2e-09,2.174,1087,544.587,544.587,0.002174,0.000578,0.000544587,0.485817976614065,0.000544587,998,1180,0.182364729458918,6.61105171804607,NA,0.0258051493753449,14.0531488828709,1.95075669419595,0.0258051493753449
"37",37,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SAD","Low Flow","3","LB","Outside Thalweg_2",0.13,"BF-4","SAD-BF-4-N-3","SAD-BF-4","SAD-BF-4-N-3_S0-0_B_1",1,"green","Fiber","Green",0,"0","done","0.052",6.192,1.923,"6.192","Y","SAD-BF-4-N-3_S0-0_B_1.SPA","Y",0.9,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",6192,1923,NA,6.192,3096,1551.096,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,6.192,3096,1551.096,1551.096,0.006192,0.001923,0.001551096,0.449504001221218,0.001551096,998,1450,0.452905811623247,25.4994596868845,NA,0.0930301825997159,144.298744109689,1.06171161522972,0.0930301825997159
"38",38,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SAD","Low Flow","3","LB","Outside Thalweg_2",0.13,"BF-4","SAD-BF-4-N-3","SAD-BF-4","SAD-BF-4-N-3_S0-0_B_8",8,"gray","Fiber","Black",0,"0","done","0.014",1.608,0.154,"1.608","Y","SAD-BF-4-N-3_S0-0_B_8.SPA","Y",0.8,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",1608,154,NA,1.608,154,77.804,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,1.608,804,402.804,77.804,0.001608,0.000154,7.7804e-05,0.156350236518088,7.7804e-05,998,1450,0.452905811623247,1.27906974260675,NA,0.00868270829901713,0.675549436496729,6.11374247019074,0.00868270829901713
"39",39,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SAD","Low Flow","3","LB","Outside Thalweg_2",0.13,"BF-4","SAD-BF-4-N-3","SAD-BF-4","SAD-BF-4-N-3_S0-0_C_10",10,"blue","Fiber","Blue",0,"0","done","0.024",2.802,0.21,"2.802","Y","SAD-BF-4-N-3_S0-0_C_10.SPA","Y",0.9,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",2802,210,NA,2.802,210,106.401,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,2.802,1401,701.901,106.401,0.002802,0.00021,0.000106401,0.138708155552012,0.000106401,998,1450,0.452905811623247,1.74919412476352,NA,0.0117326331050931,1.24836389501501,4.57899708780579,0.0117326331050931
"40",40,"Polyacrylamides","fiber","POLYACRYLAMIDES","fiber","SAD","Low Flow","3","LB","Outside Thalweg_2",0.13,"BF-4","SAD-BF-4-N-3","SAD-BF-4","SAD-BF-4-N-3_S0-0_C_18",18,"blue","Fiber","Blue",0,"0","done","0.032",3.579,0.822,"3.579","Y","SAD-BF-4-N-3_S0-0_C_18.SPA","Y",0.7,"PA","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYACRYLAMIDES","0","plastic",3579,822,NA,3.579,822,412.7895,1.05e-09,1.02e-09,1.09e-09,1.03e-09,1.07e-09,3.579,1789.5,896.5395,412.7895,0.003579,0.000822,0.0004127895,0.240664417320752,0.0004127895,998,1050,0.0521042084168337,3.30047092804225,NA,0.0100210409210969,4.13658047129912,2.80145413665167,0.0100210409210969
"41",41,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SAD","Low Flow","X","combine RB-C-LB",NA,0.115,"DF-3","SAD-DF-3-N_S","SAD-DF-3","SAD-DF-3-N_S0-0_F_6",6,"blue","Fiber","Blue",0,"0","done","missing",0,0,"0","Y","SAD-DF-3-N_S0_0_F_6.SPA","Y",0.7,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",0,0,NA,0,0,0,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,0,0,0,0,0,0,0,NA,0,998,1450,0.452905811623247,0,NA,NA,NA,NA,NA
"42",42,"PET","fiber bundle","POLY(ETHYLENE TEREPHTHALATE)","fiber bundle","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-1_A_18",18,"black","Fiber","Black",0,"0","0","0.198",1.132,0.6,"0","Y","SAD-SF-4-N-1_S1-1_A_18.SPA","Y",0.9,"PET.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",1132,600,NA,1.132,113.2,57.166,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,113.2,1132,622.6,57.166,0.001132,6e-04,5.7166e-05,0.0693647725193896,5.7166e-05,998,1450,0.452905811623247,0.939788454396399,NA,0.00652241578855612,0.372860420968599,7.96042914866237,0.00652241578855612
"43",43,"Polyesters","fiber","POLYESTERS","fiber","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-1_A_69",69,"clear","Fiber","Transparent",0,"thin long piece","done","0.00045",6.236,1.169,"6.236","Y","SAD-SF-4-N-1_S1-1_A_69.SPA","Y",0.9,"PES","Win Cowger and Sebastian Primpke","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",6236,1169,NA,6.236,1169,587.618,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,6.236,3118,1562.118,587.618,0.006236,0.001169,0.000587618,0.217638027854023,0.000587618,998,1010,0.0120240480961924,2.8818298009269,NA,0.0054707471462423,3.21470949658061,3.08787886146814,0.0054707471462423
"44",44,"Polyesters","fiber bundle","POLYESTERS","fiber bundle","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-1_B_22",22,"white","Fiber","White",0,"0","0","1.223",1.75,1.265,"0","Y","SAD-SF-4-N-1_S1-1_B_22.SPA","Y",0.9,"PEST","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",1750,1265,NA,1.75,175,88.375,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,175,1750,962.5,88.375,0.00175,0.001265,8.8375e-05,0.0593970860732418,8.8375e-05,998,1010,0.0120240480961924,0.433413729084055,NA,0.000908822950453349,0.0803172282463147,16.8278760370388,0.000908822950453349
"45",45,"Polyesters","fiber","POLYESTERS","fiber","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-1_C_4",4,"clear","Fiber","Transparent",0,"thin and long piece, fiber-like appearance","done","0.000643",8.553,0.271,"8.553","Y","SAD-SF-4-N-1_S1-1_C_4.SPA","Y",0.9,"PES","Win Cowger and Sebastian Primpke","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",8553,271,NA,8.553,271,139.7765,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,8.553,4276.5,2142.5265,139.7765,0.008553,0.000271,0.0001397765,0.0918100618785134,0.0001397765,998,1010,0.0120240480961924,0.685499904988033,NA,0.00142428574867854,0.199081676950165,10.8367324900167,0.00142428574867854
"46",46,"Polyesters","fiber","POLYESTERS","fiber","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-2_B_15",15,"red","Fiber","Red",0,"0","0","0.000321",3.513,0.9,"3.513","Y","SAD-SF-4-N-1_S1-2_B_15.SPA","Y",0.9,"PES","Win Cowger and Sebastian Primpke","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",3513,900,NA,3.513,1756.5,880.0065,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,3.513,1756.5,880.0065,880.0065,0.003513,9e-04,0.0008800065,0.494909226525431,0.0008800065,998,1010,0.0120240480961924,4.31577820405327,NA,0.00736828790425393,6.48414124961484,2.54924252756456,0.00736828790425393
"47",47,"Polyesters","fiber","POLYESTERS","fiber","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-2_B_33",33,"red","Fiber","Red",0,"0","0","0.000193",1.858,0.267,"1.858","Y","SAD-SF-4-N-1_S1-2_B_33.SPA","Y",0.9,"Umwelt/PEST","Win Cowger and Sebastian Primpke","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",1858,267,NA,1.858,267,134.429,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,1.858,929,465.429,134.429,0.001858,0.000267,0.000134429,0.190859807943169,0.000134429,998,1010,0.0120240480961924,0.659274389669482,NA,0.00136013423354413,0.182841484881104,11.4284642346095,0.00136013423354413
"48",48,"PP","fiber","POLY(PROPYLENE)","fiber","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-2_C_20",20,"black","Fiber","Black",0,"0","0","0.000386",5.365,0.754,"5.365","Y","SAD-SF-4-N-1_S1-2_C_20.SPA","Y",0.9,"PP","Win Cowger and Sebastian Primpke","Transmission","0","Transmission","0","Polyolefins (POLYALKENES)","POLY(PROPYLENE)","plastic",5365,754,NA,5.365,754,379.6825,1e-09,9.98e-10,1e-09,9.99e-10,1e-09,5.365,2682.5,1343.9325,379.6825,0.005365,0.000754,0.0003796825,0.188777419150938,0.0003796825,998,1000,0.00200400801603218,1.02473145565254,NA,0.0011478251174629,0.435809110161108,7.55398869899002,0.0011478251174629
"49",49,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-3_A_23",23,"black","Fiber","Black",0,"0","0","0.000254",2.771,0.363,"2.771","Y","SAD-SF-4-N-1_S1-3_A_23.SPA","Y",0.8,"polytehylene_terephthalate","Win Cowger and Sebastian Primpke","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",2771,363,NA,2.771,363,182.8855,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,2.771,1385.5,694.1355,182.8855,0.002771,0.000363,0.0001828855,0.182350810752425,0.0001828855,998,1450,0.452905811623247,3.00657176252515,NA,0.0192156035715284,3.51425526698075,2.93418066305683,0.0192156035715284
"50",50,"Polyesters","fiber","POLYESTERS","fiber","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-3_C_17",17,"blue","Fiber","Blue",0,"0","0","0.000451",6.138,0.756,"6.138","Y","SAD-SF-4-N-1_S1-3_C_17.SPA","Y",0.8,"PEST","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",6138,756,NA,6.138,756,381.069,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,6.138,3069,1537.569,381.069,0.006138,0.000756,0.000381069,0.17690058964913,0.000381069,998,1010,0.0120240480961924,1.86886038278169,NA,0.00369948413715072,1.40975872065989,4.3790482467812,0.00369948413715072
"51",51,"Poly(ethylene glycol)","fiber","POLY(ETHYLENE GLYCOL)","fiber","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-3_C_25",25,"black","Fiber","Black",0,"0","0","0.000193",1.9,0.358,"1.9","Y","SAD-SF-4-N-1_S1-3_C_25.SPA","Y",0.8,"PET-G","Win Cowger and Sebastian Primpke","Reflectance","0","Reflectance","0","Polyethers (POLYGLYCOLS, Oxyalkylenes, GLYCIDYL ETHERS & CYCLIC ETHERS)","POLY(ETHYLENE GLYCOL)","plastic",1900,358,NA,1.9,358,179.95,1.13e-09,1.1e-09,1.16e-09,1.11e-09,1.15e-09,1.9,950,475.95,179.95,0.0019,0.000358,0.00017995,0.218189344317126,0.00017995,998,1130,0.132264529058116,1.96270931403676,NA,0.00855310859696738,1.53913189202428,4.25554328703335,0.00855310859696738
"52",52,"Polyesters","fiber","POLYESTERS","fiber","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-3_C_51",51,"black","Fiber","Black",0,"0","0","0.000193",1.512,0.191,"1.512","Y","SAD-SF-4-N-1_S1-3_C_51.SPA","Y",0.8,"polyester","Win Cowger and Sebastian Primpke","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",1512,191,NA,1.512,191,96.256,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,1.512,756,378.756,96.256,0.001512,0.000191,9.6256e-05,0.179116350142245,9.6256e-05,998,1010,0.0120240480961924,0.472064179991115,NA,0.000981514857129525,0.0944766940878595,15.7142082129074,0.000981514857129525
"53",53,"Polyesters","fiber","POLYESTERS","fiber","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-3_C_53",53,"gray","Fiber","Black",0,"0","0","0.000129",1.445,0.396,"1.445","Y","SAD-SF-4-N-1_S1-3_C_53.SPA","Y",0.9,"Umwelt/PEST","Win Cowger and Sebastian Primpke","Transmission","0","Transmission","0","POLYESTERS","0","plastic",1445,396,NA,1.445,722.5,361.9725,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,1.445,722.5,361.9725,361.9725,0.001445,0.000396,0.0003619725,0.478513352383286,0.0003619725,998,1010,0.0120240480961924,1.77520623537062,NA,0.00339836621154285,1.23011511350769,4.92939558606643,0.00339836621154285
"54",54,"Polyesters","fiber bundle","POLYESTERS","fiber bundle","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-3_C_63",63,"orange","Fiber","Yellow",0,"0","0","0.151",0.754,0.398,"0","Y","SAD-SF-4-N-1_S1-3_C_63.SPA","Y",0.9,"PES","Win Cowger and Sebastian Primpke","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",754,398,NA,0.754,75.4,38.077,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,75.4,754,414.7,38.077,0.000754,0.000398,3.8077e-05,0.0695081156463295,3.8077e-05,998,1010,0.0120240480961924,0.186739400988216,NA,0.000393599912493453,0.0149871038680132,38.6554903145521,0.000393599912493453
"55",55,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-4_A_30",30,"black","Fiber","Black",0,"0","0","0.000246",4.173,0.47,"4.173","Y","SAD-SF-4-N-1_S1-4_A_30.SPA","Y",0.8,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",4173,470,NA,4.173,470,237.0865,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,4.173,2086.5,1045.3365,237.0865,0.004173,0.00047,0.0002370865,0.169290935183336,0.0002370865,998,1450,0.452905811623247,3.89761668462463,NA,0.0243578512634685,5.77491770357632,2.367252121923,0.0243578512634685
"56",56,"Poly(ethylene glycol)","fiber","POLY(ETHYLENE GLYCOL)","fiber","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-4_A_68",68,"red","Fiber","Red",0,"0","0","0.000394",6.519,1.305,"6.519","Y","SAD-SF-4-N-1_S1-4_A_68.SPA","Y",0.8,"PET-G","Win Cowger and Sebastian Primpke","Reflectance","0","Reflectance","0","Polyethers (POLYGLYCOLS, Oxyalkylenes, GLYCIDYL ETHERS & CYCLIC ETHERS)","POLY(ETHYLENE GLYCOL)","plastic",6519,1305,NA,6.519,1305,655.7595,1.13e-09,1.1e-09,1.16e-09,1.11e-09,1.15e-09,6.519,3259.5,1633.0095,655.7595,0.006519,0.001305,0.0006557595,0.224827196261245,0.0006557595,998,1130,0.132264529058116,7.15234942160649,NA,0.0266389591202729,17.4687505132306,1.59867882294729,0.0266389591202729
"57",57,"PP","fiber","POLY(PROPYLENE)","fiber","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-4_C_28",28,"green","Fiber","Green",0,"0","0","0.000295",4.821,1.101,"4.821","Y","SAD-SF-4-N-1_S1-4_C_28.SPA","Y",0.9,"PP","Win Cowger and Sebastian Primpke","Transmission","0","Transmission","0","Polyolefins (POLYALKENES)","POLY(PROPYLENE)","plastic",4821,1101,NA,4.821,1101,552.9105,1e-09,9.98e-10,1e-09,9.99e-10,1e-09,4.821,2410.5,1207.6605,552.9105,0.004821,0.001101,0.0005529105,0.239989705184517,0.0005529105,998,1000,0.00200400801603218,1.49225940492536,NA,0.00163275195732758,0.902765701101968,5.43652775654376,0.00163275195732758
"58",58,"Nylon 6 - Poly(caprolactam)","fiber","NYLON 6 - POLY(CAPROLACTAM)","fiber","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_A_40",40,"clear","Fiber","Transparent",0,"thin long piece","done","0.000318",3.952,0.404,"3.952","Y","SAD-SF-4-N-1_S1-5_A_40.SPA","Y",0.8,"polyamide_6","Win Cowger and Sebastian Primpke","Transmission","0","Transmission","0","Polyamides (POLYLACTAMS)","NYLON 6 - POLY(CAPROLACTAM)","plastic",3952,404,NA,3.952,404,203.976,1.3e-09,1.3e-09,1.3e-09,1.3e-09,1.3e-09,3.952,1976,989.976,203.976,0.003952,0.000404,0.000203976,0.161428391884754,0.000203976,998,1300,0.302605210420842,2.93152908453618,NA,0.016506306343158,3.36689034265199,2.96321671393068,0.016506306343158
"59",59,"Polyesters","fiber","POLYESTERS","fiber","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_B_5",5,"black","Fiber","Black",0,"0","0","0.000254",2.742,0.334,"2.742","Y","SAD-SF-4-N-1_S1-5_B_5.SPA","Y",0.9,"PES","Win Cowger and Sebastian Primpke","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",2742,334,NA,2.742,334,168.371,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,2.742,1371,686.871,168.371,0.002742,0.000334,0.000168371,0.175938276246947,0.000168371,998,1010,0.0120240480961924,0.825734687180894,NA,0.00169494856929138,0.285380185560159,9.21749032890845,0.00169494856929138
"60",60,"Polyesters","fiber","POLYESTERS","fiber","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_D_18",18,"red","Fiber","Red",0,"0","0","0.000635",8.451,0.807,"8.451","Y","SAD-SF-4-N-1_S1-5_D_18.SPA","Y",0.9,"PES","Win Cowger and Sebastian Primpke","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",8451,807,NA,8.451,807,407.7255,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,8.451,4225.5,2116.9755,407.7255,0.008451,0.000807,0.0004077255,0.156126655244177,0.0004077255,998,1010,0.0120240480961924,1.99959071454213,NA,0.00395700185107506,1.61337055823051,4.09537633001083,0.00395700185107506
"61",61,"Polyesters","fiber","POLYESTERS","fiber","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_D_61",61,"black","Fiber","Black",0,"0","0","0.000191",1.862,0.364,"1.862","Y","SAD-SF-4-N-1_S1-5_D_61.SPA","Y",0.8,"PES","Win Cowger and Sebastian Primpke","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",1862,364,NA,1.862,364,182.931,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,1.862,931,466.431,182.931,0.001862,0.000364,0.000182931,0.22220139355387,0.000182931,998,1010,0.0120240480961924,0.897140671853752,NA,0.00182949623521629,0.33467157580435,8.59572904096693,0.00182949623521629
"62",62,"Polyesters","fiber","POLYESTERS","fiber","SAD","Stormflow","2","C","Inside Thalweg",1,"SF-4","SAD-SF-4-N-2","SAD-SF-4","SAD-SF-4-N-2_S1-1_B_37",37,"blue","Fiber","Blue",0,"0","0","0.073",2.104,0.234,"0","Y","SAD-SF-4-N-2_S1-1_B_37.SPA","Y",0.9,"PES","Win Cowger and Sebastian Primpke","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",2104,234,NA,2.104,234,118.052,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,2.104,1052,527.052,118.052,0.002104,0.000234,0.000118052,0.168245149626233,0.000118052,998,1010,0.0120240480961924,0.578957369684084,NA,0.00119974956965317,0.141632836196697,12.89883811555,0.00119974956965317
